PRIMEIRO_NOME;primeiro_sobrenome;segundo_sobrenome;PAIS;estado
Pedro;Pereira;Costa;Colômbia;Bahia
Camila;Oliveira;Pereira;Chile;Pernambuco
Luísa;Costa;Almeida;Portugal;Minas Gerais
Luísa;Pereira;Sousa;Colômbia;Rio de Janeiro
Luísa;Oliveira;Martins;Portugal;Bahia
Carlos;Oliveira;Oliveira;Colômbia;Rio Grande do Sul
Fernanda;Costa;Oliveira;Argentina;São Paulo
Ana;Santos;Martins;Argentina;Ceará
João;Lima;Costa;Colômbia;Pernambuco
João;Costa;Ferreira;Colômbia;Pernambuco
Gustavo;Costa;Almeida;Argentina;Paraná
Maria;Silva;Martins;Brasil;Minas Gerais
Ana;Ferreira;Ferreira;Colômbia;São Paulo
Maria;Sousa;Oliveira;Argentina;Ceará
João;Ferreira;Costa;Argentina;São Paulo
Fernanda;Costa;Costa;Chile;Bahia
Gustavo;Costa;Lima;Colômbia;Minas Gerais
Luísa;Martins;Silva;Colômbia;Pernambuco
Fernanda;Costa;Almeida;Colômbia;São Paulo
Camila;Silva;Almeida;Colômbia;Minas Gerais
Gustavo;Costa;Sousa;Colômbia;Bahia
Ricardo;Santos;Pereira;Colômbia;Bahia
Fernanda;Lima;Martins;Portugal;Bahia
Luísa;Martins;Costa;Chile;Ceará
Pedro;Sousa;Oliveira;Portugal;Ceará
Maria;Almeida;Sousa;Chile;Paraná
Fernanda;Silva;Martins;Portugal;Pernambuco
Carlos;Oliveira;Santos;Chile;Rio Grande do Sul
Luísa;Costa;Almeida;Brasil;Ceará
Pedro;Santos;Lima;Portugal;São Paulo
Luísa;Silva;Oliveira;Chile;Minas Gerais
Ana;Pereira;Sousa;Portugal;Ceará
Gustavo;Lima;Ferreira;Argentina;Pernambuco
Gustavo;Oliveira;Ferreira;Brasil;Rio de Janeiro
Fernanda;Silva;Martins;Argentina;Rio Grande do Sul
Pedro;Sousa;Lima;Brasil;São Paulo
João;Lima;Lima;Brasil;Minas Gerais
Ricardo;Almeida;Silva;Colômbia;Pernambuco
Ana;Martins;Almeida;Colômbia;Bahia
João;Lima;Lima;Argentina;Bahia
Maria;Santos;Lima;Portugal;Pernambuco
Ana;Santos;Ferreira;Colômbia;Rio Grande do Sul
Pedro;Silva;Lima;Brasil;Paraná
Ricardo;Almeida;Santos;Colômbia;Pernambuco
Fernanda;Ferreira;Ferreira;Argentina;São Paulo
Pedro;Costa;Ferreira;Brasil;Paraná
Camila;Martins;Martins;Brasil;Ceará
Maria;Martins;Lima;Argentina;Paraná
Ricardo;Almeida;Silva;Portugal;Pernambuco
Luísa;Ferreira;Lima;Colômbia;Minas Gerais
Pedro;Martins;Costa;Brasil;Rio Grande do Sul
Ricardo;Costa;Sousa;Chile;Rio Grande do Sul
Fernanda;Lima;Pereira;Chile;São Paulo
Ricardo;Santos;Sousa;Portugal;Pernambuco
Fernanda;Almeida;Ferreira;Chile;Pernambuco
Camila;Santos;Pereira;Colômbia;Minas Gerais
Camila;Ferreira;Ferreira;Portugal;Ceará
Fernanda;Lima;Oliveira;Brasil;Ceará
Ricardo;Costa;Oliveira;Chile;Rio Grande do Sul
Luísa;Costa;Sousa;Portugal;Paraná
Ana;Santos;Lima;Portugal;São Paulo
Maria;Lima;Martins;Chile;Paraná
Fernanda;Almeida;Pereira;Portugal;São Paulo
Camila;Pereira;Santos;Brasil;Paraná
João;Oliveira;Almeida;Chile;Pernambuco
Luísa;Sousa;Santos;Chile;Bahia
Maria;Oliveira;Oliveira;Chile;Minas Gerais
Luísa;Costa;Martins;Argentina;Rio Grande do Sul
Maria;Silva;Lima;Chile;Rio de Janeiro
Pedro;Santos;Sousa;Brasil;Rio Grande do Sul
Camila;Lima;Silva;Argentina;Rio de Janeiro
Luísa;Oliveira;Martins;Portugal;Rio Grande do Sul
Maria;Santos;Lima;Argentina;Pernambuco
Camila;Santos;Pereira;Colômbia;Rio Grande do Sul
Pedro;Santos;Silva;Chile;Bahia
Pedro;Costa;Santos;Colômbia;Bahia
Pedro;Sousa;Silva;Argentina;Paraná
Ana;Costa;Pereira;Argentina;Rio de Janeiro
Gustavo;Pereira;Costa;Brasil;Ceará
João;Oliveira;Costa;Brasil;São Paulo
Fernanda;Sousa;Costa;Chile;Rio de Janeiro
Pedro;Costa;Almeida;Chile;São Paulo
Gustavo;Ferreira;Pereira;Argentina;Rio Grande do Sul
Fernanda;Costa;Silva;Argentina;Pernambuco
Gustavo;Lima;Santos;Colômbia;Bahia
João;Lima;Silva;Chile;Minas Gerais
Gustavo;Lima;Sousa;Colômbia;Rio Grande do Sul
Carlos;Martins;Lima;Argentina;Pernambuco
Pedro;Oliveira;Martins;Argentina;Rio de Janeiro
Ricardo;Silva;Silva;Portugal;Bahia
Ana;Costa;Silva;Chile;Rio Grande do Sul
Luísa;Pereira;Lima;Chile;Rio de Janeiro
Ricardo;Oliveira;Oliveira;Chile;Rio de Janeiro
Pedro;Silva;Lima;Argentina;São Paulo
Pedro;Lima;Oliveira;Colômbia;São Paulo
Fernanda;Lima;Ferreira;Portugal;Bahia
Ana;Lima;Santos;Colômbia;Bahia
Pedro;Martins;Lima;Brasil;Rio de Janeiro
Maria;Ferreira;Martins;Chile;Paraná
Ricardo;Sousa;Silva;Argentina;Rio Grande do Sul
Fernanda;Lima;Pereira;Colômbia;São Paulo
Fernanda;Santos;Lima;Argentina;Minas Gerais
Luísa;Santos;Oliveira;Colômbia;Pernambuco
Ricardo;Sousa;Martins;Chile;Ceará
Gustavo;Santos;Sousa;Argentina;São Paulo
Ana;Martins;Oliveira;Chile;Minas Gerais
Maria;Almeida;Sousa;Portugal;São Paulo
João;Ferreira;Lima;Chile;Bahia
Fernanda;Almeida;Santos;Brasil;Minas Gerais
Carlos;Sousa;Lima;Colômbia;Paraná
Ricardo;Sousa;Silva;Brasil;Pernambuco
Pedro;Silva;Oliveira;Argentina;Pernambuco
Camila;Sousa;Santos;Chile;Rio de Janeiro
Gustavo;Pereira;Martins;Brasil;Pernambuco
Camila;Almeida;Silva;Argentina;Paraná
Gustavo;Lima;Costa;Brasil;São Paulo
Ana;Oliveira;Sousa;Portugal;Paraná
Pedro;Costa;Almeida;Chile;Paraná
Fernanda;Almeida;Ferreira;Portugal;Pernambuco
Luísa;Silva;Sousa;Argentina;Rio Grande do Sul
Camila;Santos;Ferreira;Argentina;Paraná
Gustavo;Almeida;Pereira;Colômbia;Bahia
Carlos;Sousa;Oliveira;Brasil;Ceará
Luísa;Lima;Oliveira;Portugal;Rio de Janeiro
Gustavo;Pereira;Martins;Colômbia;Minas Gerais
Luísa;Pereira;Pereira;Brasil;Rio de Janeiro
Maria;Martins;Ferreira;Argentina;Bahia
Pedro;Martins;Oliveira;Argentina;Pernambuco
Fernanda;Lima;Oliveira;Argentina;Pernambuco
Carlos;Oliveira;Almeida;Brasil;Pernambuco
Carlos;Pereira;Almeida;Chile;Paraná
Fernanda;Santos;Pereira;Portugal;Bahia
Ana;Silva;Lima;Argentina;Bahia
Gustavo;Ferreira;Martins;Portugal;Rio de Janeiro
Maria;Oliveira;Sousa;Portugal;Rio de Janeiro
Fernanda;Lima;Lima;Chile;Minas Gerais
Ana;Pereira;Sousa;Brasil;São Paulo
Fernanda;Lima;Pereira;Brasil;Minas Gerais
Luísa;Silva;Santos;Argentina;Rio de Janeiro
João;Costa;Oliveira;Colômbia;Paraná
Camila;Martins;Ferreira;Colômbia;Bahia
Pedro;Costa;Pereira;Argentina;Rio de Janeiro
Pedro;Ferreira;Martins;Chile;Rio Grande do Sul
Maria;Almeida;Pereira;Brasil;Bahia
Pedro;Lima;Sousa;Colômbia;Paraná
Pedro;Lima;Martins;Brasil;Ceará
Fernanda;Pereira;Sousa;Chile;São Paulo
Carlos;Ferreira;Santos;Colômbia;Minas Gerais
Gustavo;Oliveira;Oliveira;Portugal;Bahia
Fernanda;Costa;Silva;Colômbia;Minas Gerais
Camila;Silva;Sousa;Chile;Pernambuco
Ricardo;Santos;Oliveira;Brasil;São Paulo
Luísa;Lima;Oliveira;Argentina;Rio de Janeiro
Ricardo;Almeida;Sousa;Portugal;Ceará
Luísa;Martins;Oliveira;Argentina;Rio Grande do Sul
Maria;Oliveira;Pereira;Brasil;São Paulo
Luísa;Silva;Pereira;Brasil;Rio Grande do Sul
Carlos;Lima;Lima;Chile;São Paulo
Maria;Silva;Pereira;Argentina;Rio de Janeiro
Gustavo;Costa;Almeida;Portugal;Minas Gerais
Ricardo;Silva;Almeida;Brasil;Pernambuco
Maria;Oliveira;Almeida;Colômbia;Rio de Janeiro
Camila;Ferreira;Oliveira;Chile;Pernambuco
Luísa;Almeida;Oliveira;Brasil;Bahia
Ricardo;Costa;Silva;Chile;Paraná
Fernanda;Lima;Oliveira;Colômbia;Rio de Janeiro
Maria;Ferreira;Pereira;Argentina;Ceará
Fernanda;Santos;Santos;Portugal;Pernambuco
Ricardo;Ferreira;Martins;Colômbia;Paraná
Camila;Sousa;Martins;Colômbia;Ceará
Pedro;Silva;Pereira;Argentina;Pernambuco
Fernanda;Sousa;Almeida;Argentina;Pernambuco
Camila;Oliveira;Pereira;Brasil;Ceará
Ana;Lima;Ferreira;Chile;Paraná
Camila;Lima;Almeida;Colômbia;Rio Grande do Sul
João;Sousa;Santos;Portugal;Bahia
João;Pereira;Almeida;Portugal;Rio Grande do Sul
Camila;Ferreira;Oliveira;Argentina;Minas Gerais
Carlos;Martins;Ferreira;Brasil;Pernambuco
Luísa;Oliveira;Pereira;Chile;Pernambuco
João;Oliveira;Almeida;Colômbia;Ceará
Camila;Silva;Pereira;Portugal;Rio de Janeiro
Fernanda;Pereira;Costa;Chile;Ceará
Carlos;Lima;Santos;Argentina;Rio Grande do Sul
Luísa;Oliveira;Sousa;Portugal;Paraná
Gustavo;Silva;Pereira;Argentina;Rio de Janeiro
Ricardo;Martins;Silva;Brasil;Minas Gerais
Camila;Pereira;Santos;Colômbia;Rio de Janeiro
Ricardo;Martins;Oliveira;Portugal;Minas Gerais
Maria;Pereira;Pereira;Portugal;Minas Gerais
Carlos;Costa;Pereira;Colômbia;Bahia
Maria;Pereira;Costa;Argentina;Ceará
Ricardo;Almeida;Martins;Brasil;Bahia
Fernanda;Sousa;Sousa;Chile;Paraná
Luísa;Ferreira;Lima;Chile;Rio de Janeiro
Luísa;Lima;Santos;Chile;Paraná
João;Santos;Sousa;Argentina;Rio de Janeiro
Ricardo;Santos;Pereira;Chile;Pernambuco
Ana;Oliveira;Costa;Argentina;Rio de Janeiro
João;Costa;Costa;Brasil;Ceará
Luísa;Almeida;Silva;Portugal;Bahia
Maria;Costa;Pereira;Colômbia;Pernambuco
João;Silva;Costa;Argentina;Paraná
Luísa;Santos;Pereira;Colômbia;Paraná
Camila;Lima;Martins;Argentina;Ceará
Fernanda;Silva;Pereira;Argentina;Ceará
Pedro;Lima;Almeida;Argentina;Rio Grande do Sul
Ricardo;Lima;Martins;Brasil;Minas Gerais
Gustavo;Ferreira;Almeida;Portugal;Paraná
Camila;Silva;Pereira;Colômbia;Bahia
Luísa;Santos;Martins;Portugal;Paraná
Pedro;Lima;Almeida;Portugal;Pernambuco
Gustavo;Lima;Ferreira;Colômbia;Pernambuco
Gustavo;Almeida;Silva;Colômbia;São Paulo
Maria;Ferreira;Lima;Brasil;São Paulo
Fernanda;Martins;Pereira;Portugal;Ceará
Carlos;Oliveira;Oliveira;Chile;Pernambuco
Pedro;Costa;Martins;Argentina;Ceará
João;Almeida;Sousa;Portugal;Pernambuco
Ana;Lima;Silva;Colômbia;Minas Gerais
Maria;Martins;Martins;Argentina;São Paulo
Pedro;Oliveira;Santos;Colômbia;Paraná
Maria;Sousa;Costa;Colômbia;Paraná
João;Almeida;Lima;Portugal;Ceará
Luísa;Ferreira;Pereira;Brasil;Rio Grande do Sul
Ana;Pereira;Almeida;Chile;Rio de Janeiro
Pedro;Silva;Oliveira;Portugal;Rio Grande do Sul
Ricardo;Ferreira;Ferreira;Colômbia;Ceará
Carlos;Silva;Oliveira;Chile;Minas Gerais
Luísa;Lima;Santos;Brasil;Ceará
Maria;Almeida;Silva;Portugal;Paraná
João;Santos;Silva;Portugal;São Paulo
João;Costa;Costa;Colômbia;Paraná
Carlos;Silva;Costa;Brasil;Minas Gerais
Maria;Santos;Oliveira;Argentina;São Paulo
Camila;Ferreira;Martins;Chile;Minas Gerais
João;Pereira;Lima;Colômbia;Paraná
Luísa;Pereira;Costa;Colômbia;Rio Grande do Sul
Ricardo;Pereira;Sousa;Colômbia;São Paulo
Carlos;Silva;Ferreira;Colômbia;Bahia
Fernanda;Oliveira;Santos;Portugal;Pernambuco
Maria;Pereira;Silva;Colômbia;Bahia
Pedro;Costa;Almeida;Brasil;Paraná
Carlos;Almeida;Sousa;Chile;Bahia
Carlos;Costa;Oliveira;Chile;Rio Grande do Sul
Luísa;Almeida;Sousa;Argentina;Bahia
Camila;Costa;Silva;Argentina;Paraná
Ana;Santos;Ferreira;Brasil;Minas Gerais
Ricardo;Santos;Martins;Brasil;Bahia
Camila;Sousa;Sousa;Portugal;Rio de Janeiro
Maria;Silva;Costa;Chile;Rio Grande do Sul
Luísa;Costa;Almeida;Chile;Rio de Janeiro
Pedro;Costa;Sousa;Portugal;São Paulo
Camila;Sousa;Ferreira;Brasil;Bahia
Ana;Costa;Almeida;Colômbia;São Paulo
Ana;Santos;Costa;Chile;Rio Grande do Sul
Pedro;Oliveira;Lima;Colômbia;Paraná
Carlos;Pereira;Ferreira;Argentina;Paraná
Carlos;Ferreira;Oliveira;Argentina;São Paulo
Carlos;Almeida;Oliveira;Portugal;Ceará
Maria;Martins;Sousa;Portugal;Paraná
Pedro;Oliveira;Almeida;Colômbia;Ceará
Camila;Silva;Silva;Chile;Bahia
Gustavo;Santos;Costa;Chile;São Paulo
Fernanda;Ferreira;Santos;Colômbia;Bahia
Gustavo;Silva;Ferreira;Argentina;Bahia
João;Pereira;Almeida;Colômbia;Rio de Janeiro
João;Sousa;Sousa;Argentina;Bahia
Maria;Silva;Ferreira;Colômbia;São Paulo
Ana;Ferreira;Martins;Chile;Paraná
Maria;Santos;Silva;Brasil;São Paulo
João;Martins;Lima;Argentina;Rio Grande do Sul
Carlos;Oliveira;Lima;Colômbia;Rio Grande do Sul
Fernanda;Almeida;Sousa;Colômbia;Paraná
Fernanda;Oliveira;Lima;Argentina;Pernambuco
Carlos;Santos;Santos;Portugal;Paraná
Camila;Oliveira;Almeida;Chile;Minas Gerais
Ricardo;Pereira;Costa;Argentina;Rio de Janeiro
Luísa;Silva;Costa;Portugal;Rio de Janeiro
Pedro;Oliveira;Oliveira;Brasil;Rio Grande do Sul
Ricardo;Santos;Santos;Argentina;Bahia
Pedro;Sousa;Oliveira;Colômbia;Minas Gerais
Camila;Oliveira;Sousa;Argentina;São Paulo
Ricardo;Silva;Almeida;Chile;São Paulo
Pedro;Sousa;Santos;Chile;Rio de Janeiro
Maria;Martins;Lima;Colômbia;Bahia
Maria;Oliveira;Oliveira;Argentina;Ceará
Gustavo;Santos;Pereira;Brasil;São Paulo
Gustavo;Almeida;Silva;Chile;Bahia
João;Ferreira;Costa;Brasil;Minas Gerais
Ana;Sousa;Costa;Chile;São Paulo
Gustavo;Santos;Oliveira;Colômbia;Minas Gerais
Maria;Silva;Sousa;Chile;Ceará
Gustavo;Oliveira;Santos;Argentina;Rio Grande do Sul
Maria;Martins;Sousa;Colômbia;Rio de Janeiro
Maria;Ferreira;Martins;Chile;Bahia
Fernanda;Oliveira;Almeida;Portugal;Pernambuco
Camila;Lima;Silva;Portugal;Paraná
Carlos;Martins;Martins;Chile;Ceará
Camila;Oliveira;Ferreira;Colômbia;Rio de Janeiro
Carlos;Pereira;Costa;Colômbia;Rio Grande do Sul
Ana;Ferreira;Lima;Portugal;Rio Grande do Sul
Fernanda;Martins;Costa;Brasil;Rio de Janeiro
Ricardo;Lima;Silva;Argentina;São Paulo
Ana;Oliveira;Pereira;Chile;São Paulo
Camila;Silva;Almeida;Chile;Ceará
João;Sousa;Ferreira;Portugal;São Paulo
Fernanda;Almeida;Pereira;Colômbia;Pernambuco
Fernanda;Santos;Pereira;Portugal;Pernambuco
Gustavo;Costa;Silva;Brasil;Pernambuco
João;Silva;Oliveira;Brasil;Rio Grande do Sul
Ana;Oliveira;Martins;Colômbia;Rio Grande do Sul
Pedro;Santos;Sousa;Colômbia;Minas Gerais
Luísa;Silva;Sousa;Brasil;Rio Grande do Sul
Pedro;Santos;Silva;Colômbia;Bahia
Luísa;Silva;Martins;Portugal;Minas Gerais
Luísa;Pereira;Silva;Colômbia;Ceará
Ana;Sousa;Silva;Brasil;Ceará
Luísa;Sousa;Oliveira;Chile;Rio Grande do Sul
Ricardo;Silva;Costa;Colômbia;Ceará
João;Costa;Pereira;Brasil;Minas Gerais
Fernanda;Silva;Silva;Chile;São Paulo
Pedro;Silva;Almeida;Brasil;Bahia
Ricardo;Pereira;Martins;Argentina;São Paulo
Ricardo;Santos;Pereira;Colômbia;Paraná
Luísa;Pereira;Costa;Portugal;Bahia
Maria;Almeida;Lima;Brasil;Minas Gerais
Carlos;Martins;Martins;Brasil;Rio Grande do Sul
Gustavo;Santos;Ferreira;Brasil;Rio de Janeiro
Pedro;Sousa;Sousa;Chile;Ceará
Gustavo;Silva;Silva;Argentina;Ceará
Fernanda;Oliveira;Martins;Brasil;Paraná
Carlos;Costa;Lima;Chile;Paraná
João;Santos;Almeida;Portugal;Bahia
Gustavo;Martins;Oliveira;Portugal;Rio Grande do Sul
Fernanda;Santos;Costa;Colômbia;Minas Gerais
Gustavo;Martins;Sousa;Argentina;São Paulo
Pedro;Santos;Sousa;Portugal;Minas Gerais
Luísa;Silva;Martins;Chile;Bahia
Gustavo;Costa;Silva;Chile;São Paulo
Carlos;Oliveira;Lima;Portugal;Ceará
Gustavo;Costa;Silva;Brasil;Rio de Janeiro
Maria;Martins;Costa;Colômbia;Minas Gerais
Maria;Costa;Almeida;Argentina;Paraná
Luísa;Ferreira;Costa;Argentina;Ceará
Luísa;Costa;Sousa;Portugal;Paraná
Carlos;Martins;Almeida;Portugal;Paraná
Maria;Santos;Pereira;Colômbia;Ceará
Fernanda;Martins;Costa;Portugal;Rio Grande do Sul
Maria;Sousa;Pereira;Colômbia;Rio Grande do Sul
Gustavo;Ferreira;Sousa;Portugal;Bahia
Gustavo;Sousa;Oliveira;Colômbia;São Paulo
Ricardo;Pereira;Martins;Colômbia;Paraná
João;Lima;Martins;Chile;Ceará
Maria;Costa;Pereira;Brasil;Bahia
Maria;Oliveira;Lima;Portugal;Minas Gerais
Pedro;Ferreira;Martins;Chile;Pernambuco
Fernanda;Ferreira;Santos;Brasil;Rio de Janeiro
Carlos;Lima;Sousa;Brasil;Paraná
Gustavo;Santos;Pereira;Argentina;Ceará
Pedro;Costa;Silva;Brasil;Ceará
Fernanda;Santos;Lima;Colômbia;Ceará
Gustavo;Silva;Sousa;Portugal;Rio de Janeiro
Camila;Almeida;Ferreira;Argentina;Rio de Janeiro
Ana;Silva;Martins;Brasil;Minas Gerais
Ricardo;Santos;Almeida;Portugal;Paraná
Ricardo;Pereira;Pereira;Brasil;Rio Grande do Sul
Gustavo;Silva;Sousa;Colômbia;Bahia
Fernanda;Costa;Ferreira;Brasil;Rio Grande do Sul
Carlos;Ferreira;Sousa;Argentina;Ceará
João;Santos;Silva;Chile;Minas Gerais
João;Silva;Almeida;Portugal;Minas Gerais
Camila;Ferreira;Almeida;Argentina;Minas Gerais
Luísa;Oliveira;Sousa;Argentina;São Paulo
Ana;Almeida;Santos;Portugal;Rio Grande do Sul
Gustavo;Martins;Santos;Argentina;Bahia
Camila;Pereira;Pereira;Chile;Pernambuco
Gustavo;Pereira;Costa;Brasil;Rio de Janeiro
Camila;Sousa;Ferreira;Portugal;Ceará
Carlos;Santos;Martins;Brasil;Paraná
Ana;Santos;Ferreira;Colômbia;Paraná
Luísa;Lima;Costa;Argentina;São Paulo
Ricardo;Sousa;Santos;Brasil;Bahia
Fernanda;Martins;Costa;Brasil;Minas Gerais
Luísa;Martins;Silva;Colômbia;Ceará
João;Santos;Martins;Portugal;São Paulo
Gustavo;Santos;Lima;Portugal;Bahia
Pedro;Costa;Costa;Argentina;Rio Grande do Sul
Maria;Santos;Silva;Brasil;Rio de Janeiro
Ana;Ferreira;Silva;Portugal;Paraná
João;Oliveira;Pereira;Portugal;Paraná
Maria;Pereira;Martins;Chile;Bahia
Maria;Pereira;Martins;Colômbia;São Paulo
Luísa;Silva;Almeida;Chile;Rio de Janeiro
Camila;Lima;Santos;Portugal;Bahia
Luísa;Sousa;Martins;Portugal;Rio Grande do Sul
Carlos;Lima;Pereira;Colômbia;Ceará
João;Oliveira;Santos;Chile;Ceará
Ana;Sousa;Santos;Portugal;Minas Gerais
Ana;Silva;Oliveira;Argentina;Rio de Janeiro
Pedro;Silva;Martins;Argentina;Rio Grande do Sul
Luísa;Almeida;Silva;Portugal;Ceará
Carlos;Martins;Silva;Colômbia;Paraná
Pedro;Lima;Lima;Colômbia;Paraná
Luísa;Lima;Pereira;Chile;Rio Grande do Sul
Pedro;Oliveira;Lima;Brasil;Bahia
Luísa;Santos;Ferreira;Colômbia;São Paulo
Gustavo;Pereira;Almeida;Brasil;Ceará
Pedro;Martins;Oliveira;Brasil;Paraná
Pedro;Lima;Santos;Portugal;Rio de Janeiro
Maria;Pereira;Santos;Chile;Minas Gerais
Fernanda;Pereira;Lima;Argentina;Pernambuco
Fernanda;Martins;Almeida;Colômbia;Rio de Janeiro
Pedro;Santos;Pereira;Argentina;Paraná
Pedro;Costa;Santos;Brasil;São Paulo
João;Sousa;Silva;Brasil;Rio de Janeiro
Carlos;Martins;Martins;Chile;Paraná
Carlos;Costa;Sousa;Brasil;Bahia
Carlos;Almeida;Oliveira;Brasil;Pernambuco
Ana;Oliveira;Martins;Chile;Pernambuco
Maria;Oliveira;Almeida;Portugal;Pernambuco
Luísa;Almeida;Oliveira;Colômbia;Bahia
Ricardo;Lima;Oliveira;Chile;Rio de Janeiro
Luísa;Santos;Martins;Brasil;Minas Gerais
Camila;Ferreira;Santos;Portugal;São Paulo
Ricardo;Sousa;Costa;Colômbia;Paraná
Carlos;Lima;Silva;Colômbia;Bahia
Ana;Costa;Oliveira;Chile;Paraná
Fernanda;Almeida;Lima;Brasil;São Paulo
Carlos;Oliveira;Santos;Argentina;São Paulo
Camila;Ferreira;Silva;Colômbia;Pernambuco
Gustavo;Lima;Silva;Colômbia;Minas Gerais
Camila;Silva;Silva;Argentina;Ceará
Ana;Lima;Costa;Brasil;Rio de Janeiro
Fernanda;Pereira;Costa;Argentina;Ceará
Ricardo;Santos;Sousa;Chile;Pernambuco
Pedro;Ferreira;Ferreira;Portugal;Rio Grande do Sul
Camila;Oliveira;Pereira;Portugal;São Paulo
Maria;Almeida;Sousa;Argentina;São Paulo
Luísa;Santos;Almeida;Portugal;Ceará
Ricardo;Silva;Pereira;Argentina;Rio de Janeiro
Pedro;Martins;Costa;Argentina;Paraná
Luísa;Sousa;Costa;Colômbia;São Paulo
Carlos;Martins;Santos;Brasil;Pernambuco
Camila;Almeida;Costa;Portugal;Rio Grande do Sul
Pedro;Almeida;Costa;Brasil;Pernambuco
Maria;Ferreira;Lima;Brasil;Minas Gerais
Camila;Pereira;Silva;Colômbia;São Paulo
Gustavo;Almeida;Martins;Brasil;Paraná
Gustavo;Costa;Sousa;Portugal;Minas Gerais
Carlos;Almeida;Pereira;Portugal;Ceará
Pedro;Lima;Martins;Portugal;Rio de Janeiro
Luísa;Almeida;Santos;Argentina;Pernambuco
Camila;Santos;Santos;Portugal;Rio de Janeiro
Luísa;Santos;Oliveira;Chile;Minas Gerais
Camila;Sousa;Lima;Argentina;Bahia
Maria;Pereira;Santos;Argentina;São Paulo
Ricardo;Sousa;Almeida;Colômbia;Ceará
Carlos;Ferreira;Silva;Argentina;Rio de Janeiro
Luísa;Almeida;Oliveira;Argentina;Pernambuco
Ricardo;Lima;Ferreira;Colômbia;Bahia
Luísa;Sousa;Lima;Argentina;São Paulo
Ricardo;Almeida;Almeida;Portugal;São Paulo
Luísa;Silva;Sousa;Chile;Rio de Janeiro
Pedro;Pereira;Oliveira;Portugal;Rio de Janeiro
Ricardo;Almeida;Ferreira;Portugal;Rio Grande do Sul
Luísa;Pereira;Silva;Chile;Rio Grande do Sul
Carlos;Almeida;Santos;Chile;Rio de Janeiro
João;Costa;Santos;Brasil;Paraná
Ana;Martins;Lima;Argentina;Bahia
Camila;Silva;Pereira;Chile;São Paulo
Ricardo;Martins;Lima;Argentina;São Paulo
Pedro;Pereira;Costa;Portugal;Rio Grande do Sul
João;Pereira;Santos;Chile;Rio Grande do Sul
Camila;Almeida;Santos;Argentina;São Paulo
Ricardo;Oliveira;Santos;Portugal;São Paulo
Ricardo;Pereira;Lima;Chile;Ceará
Camila;Martins;Oliveira;Colômbia;Ceará
Fernanda;Almeida;Sousa;Brasil;São Paulo
Maria;Sousa;Silva;Portugal;Rio Grande do Sul
Fernanda;Sousa;Oliveira;Argentina;Paraná
Maria;Martins;Almeida;Colômbia;Ceará
Camila;Pereira;Santos;Colômbia;Paraná
Carlos;Almeida;Costa;Brasil;Rio de Janeiro
Carlos;Costa;Santos;Portugal;São Paulo
Pedro;Martins;Costa;Chile;Paraná
Maria;Santos;Lima;Brasil;Bahia
Pedro;Martins;Almeida;Brasil;Bahia
Pedro;Almeida;Almeida;Argentina;Pernambuco
Carlos;Ferreira;Ferreira;Chile;Bahia
Pedro;Almeida;Martins;Argentina;Rio de Janeiro
Maria;Costa;Silva;Portugal;Bahia
Ricardo;Costa;Silva;Brasil;São Paulo
João;Pereira;Silva;Argentina;Rio de Janeiro
Ana;Silva;Ferreira;Colômbia;Paraná
Ana;Oliveira;Sousa;Chile;Bahia
Carlos;Silva;Martins;Brasil;Bahia
Camila;Martins;Almeida;Portugal;Rio de Janeiro
Maria;Santos;Oliveira;Chile;Ceará
Carlos;Silva;Almeida;Chile;São Paulo
Ana;Costa;Silva;Argentina;São Paulo
Ricardo;Ferreira;Martins;Argentina;Rio de Janeiro
Camila;Pereira;Martins;Portugal;Bahia
Ana;Costa;Ferreira;Chile;Pernambuco
Ricardo;Sousa;Pereira;Brasil;Ceará
Camila;Almeida;Santos;Brasil;Rio Grande do Sul
Carlos;Lima;Martins;Brasil;Ceará
Carlos;Ferreira;Lima;Argentina;Pernambuco
Ricardo;Martins;Silva;Brasil;Paraná
Carlos;Silva;Martins;Colômbia;Paraná
Pedro;Pereira;Silva;Portugal;Ceará
Pedro;Pereira;Lima;Chile;Pernambuco
Maria;Costa;Pereira;Chile;Rio de Janeiro
João;Martins;Almeida;Colômbia;Paraná
Pedro;Pereira;Martins;Colômbia;Pernambuco
Fernanda;Oliveira;Ferreira;Brasil;Ceará
Fernanda;Santos;Silva;Argentina;Bahia
Fernanda;Pereira;Ferreira;Brasil;São Paulo
Ana;Martins;Pereira;Chile;Paraná
Ricardo;Almeida;Santos;Chile;Rio de Janeiro
Gustavo;Costa;Ferreira;Brasil;Minas Gerais
Gustavo;Santos;Costa;Argentina;Rio Grande do Sul
Luísa;Pereira;Pereira;Brasil;São Paulo
Camila;Costa;Martins;Colômbia;Rio Grande do Sul
Pedro;Costa;Almeida;Chile;Minas Gerais
Camila;Ferreira;Costa;Argentina;Bahia
Gustavo;Lima;Pereira;Colômbia;Rio de Janeiro
Pedro;Ferreira;Ferreira;Chile;São Paulo
Ricardo;Ferreira;Lima;Chile;São Paulo
Fernanda;Santos;Lima;Chile;Rio de Janeiro
João;Santos;Martins;Portugal;São Paulo
Luísa;Oliveira;Lima;Portugal;Pernambuco
Ana;Almeida;Silva;Chile;Pernambuco
Carlos;Oliveira;Martins;Chile;São Paulo
